0 0
0.0978104 0
0.20813 0
0.331382 0
0.467633 0
0.616501 0
0.777087 0
0.947943 0
1.12708 0
1.31204 0
1.5 0
1.68796 0
1.87292 0
2.05206 0
2.22291 0
2.3835 0
2.53237 0
2.66862 0
2.79187 0
2.90219 0
3 0
3.02405 0.0160315
3.05153 0.0343535
3.08286 0.0552409
3.11848 0.0789856
3.15884 0.105891
3.2044 0.136267
3.25563 0.17042
3.31296 0.20864
3.37679 0.251192
3.44744 0.298293
3.52514 0.350096
3.61001 0.406672
3.70198 0.467988
3.80083 0.53389
3.90613 0.60409
4.01724 0.67816
4.1333 0.755533
4.25327 0.835513
4.37594 0.917296
4.5 1
4.62406 1.0827
4.74673 1.16449
4.8667 1.24447
4.98276 1.32184
5.09387 1.39591
5.19917 1.46611
5.29802 1.53201
5.38999 1.59333
5.47486 1.6499
5.55256 1.70171
5.62321 1.74881
5.68704 1.79136
5.74437 1.82958
5.7956 1.86373
5.84116 1.89411
5.88152 1.92101
5.91714 1.94476
5.94847 1.96565
5.97595 1.98397
6 2
6.03682 2
6.07823 2
6.12515 2
6.17864 2
6.23991 2
6.31035 2
6.39153 2
6.48514 2
6.593 2
6.71697 2
6.85883 2
7.0202 2
7.20232 2
7.40586 2
7.63073 2
7.87586 2
8.13911 2
8.4172 2
8.70585 2
9 2
0 0.004736
0.0978104 0.004736
0.20813 0.004736
0.331382 0.004736
0.467633 0.004736
0.616501 0.004736
0.777087 0.004736
0.947943 0.004736
1.12708 0.004736
1.31204 0.004736
1.5 0.004736
1.68796 0.004736
1.87292 0.004736
2.05206 0.004736
2.22291 0.004736
2.3835 0.004736
2.53237 0.004736
2.66862 0.004736
2.79187 0.004736
2.90219 0.004736
3 0.004736
3.02405 0.0207485
3.05153 0.0390488
3.08286 0.0599115
3.11848 0.083628
3.15884 0.110502
3.2044 0.140842
3.25563 0.174954
3.31296 0.213129
3.37679 0.255631
3.44744 0.302676
3.52514 0.354418
3.61001 0.410927
3.70198 0.47217
3.80083 0.537993
3.90613 0.608111
4.01724 0.682093
4.1333 0.759375
4.25327 0.83926
4.37594 0.920946
4.5 1.00355
4.62406 1.08616
4.74673 1.16784
4.8667 1.24773
4.98276 1.32501
5.09387 1.39899
5.19917 1.46911
5.29802 1.53493
5.38999 1.59618
5.47486 1.65269
5.55256 1.70443
5.62321 1.75147
5.68704 1.79397
5.74437 1.83215
5.7956 1.86626
5.84116 1.8966
5.88152 1.92348
5.91714 1.94719
5.94847 1.96806
5.97595 1.98636
6 2.00237
6.03682 2.00237
6.07823 2.00237
6.12515 2.00237
6.17864 2.00237
6.23991 2.00237
6.31035 2.00237
6.39153 2.00237
6.48514 2.00237
6.593 2.00237
6.71697 2.00237
6.85883 2.00237
7.0202 2.00237
7.20232 2.00237
7.40586 2.00237
7.63073 2.00237
7.87586 2.00237
8.13911 2.00237
8.4172 2.00237
8.70585 2.00237
9 2.00237
0 0.018688
0.0978104 0.018688
0.20813 0.018688
0.331382 0.018688
0.467633 0.018688
0.616501 0.018688
0.777087 0.018688
0.947943 0.018688
1.12708 0.018688
1.31204 0.018688
1.5 0.018688
1.68796 0.018688
1.87292 0.018688
2.05206 0.018688
2.22291 0.018688
2.3835 0.018688
2.53237 0.018688
2.66862 0.018688
2.79187 0.018688
