COMPUTED FEM SOLUTION:
phi[18291] = 2.83784
phi[18292] = 2.87757
phi[18293] = 2.91732
phi[18294] = 2.95709
phi[18295] = 2.99687
phi[18296] = 3.03666
phi[18297] = 3.07646
phi[18298] = 3.11628
phi[18299] = 3.1561
phi[18300] = 3.19594
phi[18301] = 3.23578
phi[18302] = 3.27564
phi[18303] = 3.3155
phi[18304] = 3.35537
phi[18305] = 3.39525
phi[18306] = 3.43513
phi[18307] = 3.47502
phi[18308] = 3.51492
phi[18309] = 3.55482
phi[18310] = 3.59473
phi[18311] = 3.63464
phi[18312] = 3.67456
phi[18313] = 3.71448
phi[18314] = 3.75441
phi[18315] = 3.79434
phi[18316] = 3.83427
phi[18317] = 3.87421
phi[18318] = 3.91415
phi[18319] = 3.9541
phi[18320] = 3.99404
phi[18321] = 4.03399
phi[18322] = 4.07395
phi[18323] = 4.1139
phi[18324] = 4.15386
phi[18325] = 4.19382
phi[18326] = 4.23378
phi[18327] = 4.27375
phi[18328] = 4.31371
phi[18329] = 4.35368
phi[18330] = 4.39365
phi[18331] = 4.43362
phi[18332] = 4.4736
phi[18333] = 4.51357
phi[18334] = 4.55355
phi[18335] = 4.59353
phi[18336] = 4.6335
phi[18337] = 4.67348
phi[18338] = 4.71347
phi[18339] = 4.75345
phi[18340] = 4.79343
phi[18341] = 4.83342
phi[18342] = 4.8734
phi[18343] = 4.91339
phi[18344] = 4.95338
phi[18345] = 4.99337
phi[18346] = 5.03335
phi[18347] = 5.07334
phi[18348] = 5.11334
phi[18349] = 5.15333
phi[18350] = 5.19332
phi[18351] = 5.23331
phi[18352] = 5.27331
phi[18353] = 5.3133
phi[18354] = 5.3533
phi[18355] = 5.39329
phi[18356] = 5.43329
phi[18357] = 5.47329
phi[18358] = 5.51329
phi[18359] = 5.55329
phi[18360] = 5.59329
phi[18361] = -4.81987
phi[18362] = -4.78987
phi[18363] = -4.75987
phi[18364] = -4.72987
phi[18365] = -4.69987
phi[18366] = -4.66987
phi[18367] = -4.63988
phi[18368] = -4.60988
phi[18369] = -4.57988
phi[18370] = -4.54988
phi[18371] = -4.51988
phi[18372] = -4.48988
phi[18373] = -4.45988
phi[18374] = -4.42988
phi[18375] = -4.39989
phi[18376] = -4.36989
phi[18377] = -4.33989
phi[18378] = -4.30989
phi[18379] = -4.27989
phi[18380] = -4.2499
phi[18381] = -4.2199
phi[18382] = -4.1899
phi[18383] = -4.1599
phi[18384] = -4.1299
phi[18385] = -4.09991
phi[18386] = -4.06991
phi[18387] = -4.03991
phi[18388] = -4.00991
phi[18389] = -3.97991
phi[18390] = -3.94992
phi[18391] = -3.91992
phi[18392] = -3.88992
phi[18393] = -3.85992
phi[18394] = -3.82992
phi[18395] = -3.79992
phi[18396] = -3.76992
phi[18397] = -3.73993
phi[18398] = -3.70993
phi[18399] = -3.67993
phi[18400] = -3.64992
phi[18401] = -3.61992
phi[18402] = -3.58992
phi[18403] = -3.55992
phi[18404] = -3.52992
phi[18405] = -3.49991
phi[18406] = -3.46991
phi[18407] = -3.43991
phi[18408] = -3.4099
phi[18409] = -3.37989
phi[18410] = -3.34989
phi[18411] = -3.31988
phi[18412] = -3.28987
phi[18413] = -3.25986
phi[18414] = -3.22985
phi[18415] = -3.19984
phi[18416] = -3.16982
phi[18417] = -3.13981
phi[18418] = -3.10979
phi[18419] = -3.07977
phi[18420] = -3.04975
phi[18421] = -3.01973
phi[18422] = -2.98971
phi[18423] = -2.95968
phi[18424] = -2.92965
phi[18425] = -2.89962
phi[18426] = -2.86959
phi[18427] = -2.83955
phi[18428] = -2.80951
phi[18429] = -2.77947
phi[18430] = -2.74943
phi[18431] = -2.71938
phi[18432] = -2.68933
phi[18433] = -2.65927
phi[18434] = -2.62922
phi[18435] = -2.59915
phi[18436] = -2.56909
phi[18437] = -2.53901
phi[18438] = -2.50894
phi[18439] = -2.47886
phi[18440] = -2.44877
phi[18441] = -2.41868
phi[18442] = -2.38858
phi[18443] = -2.35848
phi[18444] = -2.32837
phi[18445] = -2.29825
phi[18446] = -2.26813
phi[18447] = -2.238
phi[18448] = -2.20786
phi[18449] = -2.17771
phi[18450] = -2.14756
phi[18451] = -2.11739
phi[18452] = -2.08722
phi[18453] = -2.05704
phi[18454] = -2.02685
phi[18455] = -1.99665
phi[18456] = -1.96643
phi[18457] = -1.93621
phi[18458] = -1.90597
phi[18459] = -1.87572
phi[18460] = -1.84546
phi[18461] = -1.81519
phi[18462] = -1.7844
phi[18463] = -1.75358
phi[18464] = -1.72272
phi[18465] = -1.69183
phi[18466] = -1.6609
phi[18467] = -1.62992
phi[18468] = -1.59891
phi[18469] = -1.56786
phi[18470] = -1.53676
phi[18471] = -1.50562
phi[18472] = -1.47443
phi[18473] = -1.4432
phi[18474] = -1.41192
phi[18475] = -1.38059
phi[18476] = -1.34921
phi[18477] = -1.31778
phi[18478] = -1.2863
phi[18479] = -1.25477
phi[18480] = -1.22318
phi[18481] = -1.19153
phi[18482] = -1.15983
phi[18483] = -1.12806
phi[18484] = -1.09624
phi[18485] = -1.06436
phi[18486] = -1.03241
phi[18487] = -1.0004
phi[18488] = -0.968325
phi[18489] = -0.936183
phi[18490] = -0.903973
phi[18491] = -0.871693
phi[18492] = -0.839342
phi[18493] = -0.80692
phi[18494] = -0.774423
phi[18495] = -0.741851
phi[18496] = -0.709203
phi[18497] = -0.676477
phi[18498] = -0.643671
phi[18499] = -0.610785
phi[18500] = -0.577816
phi[18501] = -0.544764
phi[18502] = -0.511626
phi[18503] = -0.478402
phi[18504] = -0.445089
phi[18505] = -0.411687
phi[18506] = -0.378194
phi[18507] = -0.344609
phi[18508] = -0.31093
phi[18509] = -0.277155
phi[18510] = -0.243284
phi[18511] = -0.209316
phi[18512] = -0.175248
phi[18513] = -0.141079
phi[18514] = -0.106808
phi[18515] = -0.0724348
phi[18516] = -0.0379569
phi[18517] = -0.00337353
phi[18518] = 0.0313164
phi[18519] = 0.066114
phi[18520] = 0.10102
phi[18521] = 0.136036
phi[18522] = 0.171162
phi[18523] = 0.2064
phi[18524] = 0.24175
phi[18525] = 0.277212
phi[18526] = 0.312787
phi[18527] = 0.348476
phi[18528] = 0.384279
phi[18529] = 0.420196
phi[18530] = 0.456227
phi[18531] = 0.492372
phi[18532] = 0.528631
phi[18533] = 0.565004
phi[18534] = 0.60149
phi[18535] = 0.638088
phi[18536] = 0.674798
phi[18537] = 0.71162
phi[18538] = 0.74855
phi[18539] = 0.78559
phi[18540] = 0.822736
phi[18541] = 0.859988
phi[18542] = 0.897343
phi[18543] = 0.934801
phi[18544] = 0.972358
phi[18545] = 1.01001
phi[18546] = 1.04776
phi[18547] = 1.08561
phi[18548] = 1.12354
phi[18549] = 1.16156
phi[18550] = 1.19966
phi[18551] = 1.23785
phi[18552] = 1.27612
phi[18553] = 1.31446
phi[18554] = 1.35288
phi[18555] = 1.39136
phi[18556] = 1.42992
phi[18557] = 1.46853
phi[18558] = 1.50721
phi[18559] = 1.54595
phi[18560] = 1.58474
phi[18561] = 1.62359
phi[18562] = 1.66196
phi[18563] = 1.70041
phi[18564] = 1.73894
phi[18565] = 1.77753
phi[18566] = 1.8162
phi[18567] = 1.85493
phi[18568] = 1.89373
phi[18569] = 1.93259
phi[18570] = 1.97151
phi[18571] = 2.01049
phi[18572] = 2.04952
phi[18573] = 2.08861
phi[18574] = 2.12774
phi[18575] = 2.16692
phi[18576] = 2.20615
phi[18577] = 2.24542
phi[18578] = 2.28473
phi[18579] = 2.32408
phi[18580] = 2.36347
phi[18581] = 2.40289
phi[18582] = 2.44234
phi[18583] = 2.48183
phi[18584] = 2.52134
phi[18585] = 2.56089
phi[18586] = 2.60045
phi[18587] = 2.64005
phi[18588] = 2.67966
phi[18589] = 2.7193
phi[18590] = 2.75896
phi[18591] = 2.79864
phi[18592] = 2.83834
phi[18593] = 2.87805
phi[18594] = 2.91778
phi[18595] = 2.95753
phi[18596] = 2.99729
phi[18597] = 3.03706
phi[18598] = 3.07685
phi[18599] = 3.11665
phi[18600] = 3.15646
phi[18601] = 3.19628
phi[18602] = 3.23611
phi[18603] = 3.27595
phi[18604] = 3.31579
phi[18605] = 3.35565
phi[18606] = 3.39552
phi[18607] = 3.43539
phi[18608] = 3.47527
phi[18609] = 3.51515
phi[18610] = 3.55505
phi[18611] = 3.59494
phi[18612] = 3.63485
phi[18613] = 3.67476
phi[18614] = 3.71467
phi[18615] = 3.75459
phi[18616] = 3.79451
phi[18617] = 3.83444
phi[18618] = 3.87437
phi[18619] = 3.9143
phi[18620] = 3.95424
phi[18621] = 3.99418
phi[18622] = 4.03413
phi[18623] = 4.07407
phi[18624] = 4.11402
phi[18625] = 4.15398
phi[18626] = 4.19393
phi[18627] = 4.23389
phi[18628] = 4.27385
phi[18629] = 4.31381
phi[18630] = 4.35377
phi[18631] = 4.39374
phi[18632] = 4.43371
phi[18633] = 4.47368
phi[18634] = 4.51365
phi[18635] = 4.55362
phi[18636] = 4.5936
phi[18637] = 4.63357
phi[18638] = 4.67355
phi[18639] = 4.71353
phi[18640] = 4.75351
phi[18641] = 4.79349
phi[18642] = 4.83347
phi[18643] = 4.87346
phi[18644] = 4.91344
phi[18645] = 4.95343
phi[18646] = 4.99342
phi[18647] = 5.0334
phi[18648] = 5.07339
phi[18649] = 5.11338
phi[18650] = 5.15337
phi[18651] = 5.19337
phi[18652] = 5.23336
phi[18653] = 5.27335
phi[18654] = 5.31335
phi[18655] = 5.35334
phi[18656] = 5.39334
phi[18657] = 5.43333
phi[18658] = 5.47333
phi[18659] = 5.51333
phi[18660] = 5.55333
phi[18661] = 5.59333
phi[18662] = -4.81954
phi[18663] = -4.78954
phi[18664] = -4.75954
phi[18665] = -4.72954
phi[18666] = -4.69954
phi[18667] = -4.66954
phi[18668] = -4.63954
phi[18669] = -4.60954
phi[18670] = -4.57954
phi[18671] = -4.54953
phi[18672] = -4.51953
phi[18673] = -4.48953
phi[18674] = -4.45953
phi[18675] = -4.42953
phi[18676] = -4.39953
phi[18677] = -4.36952
phi[18678] = -4.33952
phi[18679] = -4.30952
phi[18680] = -4.27952
phi[18681] = -4.24951
phi[18682] = -4.21951
phi[18683] = -4.18951
phi[18684] = -4.1595
phi[18685] = -4.1295
phi[18686] = -4.09949
phi[18687] = -4.06949
phi[18688] = -4.03948
phi[18689] = -4.00948
phi[18690] = -3.97947
phi[18691] = -3.94947
phi[18692] = -3.91946
phi[18693] = -3.88945
phi[18694] = -3.85944
phi[18695] = -3.82944
phi[18696] = -3.79943
phi[18697] = -3.76942
phi[18698] = -3.73941
phi[18699] = -3.7094
phi[18700] = -3.67938
phi[18701] = -3.64937
phi[18702] = -3.61936
phi[18703] = -3.58934
phi[18704] = -3.55933
phi[18705] = -3.52931
phi[18706] = -3.4993
phi[18707] = -3.46928
phi[18708] = -3.43926
phi[18709] = -3.40924
phi[18710] = -3.37921
phi[18711] = -3.34919
phi[18712] = -3.31917
phi[18713] = -3.28914
phi[18714] = -3.25911
phi[18715] = -3.22908
phi[18716] = -3.19905
phi[18717] = -3.16902
phi[18718] = -3.13898
phi[18719] = -3.10894
phi[18720] = -3.0789
phi[18721] = -3.04886
phi[18722] = -3.01882
phi[18723] = -2.98877
phi[18724] = -2.95872
phi[18725] = -2.92867
phi[18726] = -2.89861
phi[18727] = -2.86855
phi[18728] = -2.83849
phi[18729] = -2.80842
phi[18730] = -2.77835
phi[18731] = -2.74828
phi[18732] = -2.7182
phi[18733] = -2.68812
phi[18734] = -2.65804
phi[18735] = -2.62795
phi[18736] = -2.59785
phi[18737] = -2.56775
phi[18738] = -2.53765
phi[18739] = -2.50754
phi[18740] = -2.47742
phi[18741] = -2.4473
phi[18742] = -2.41717
phi[18743] = -2.38703
phi[18744] = -2.35689
phi[18745] = -2.32674
phi[18746] = -2.29658
phi[18747] = -2.26642
phi[18748] = -2.23624
phi[18749] = -2.20606
phi[18750] = -2.17587
phi[18751] = -2.14567
phi[18752] = -2.11546
phi[18753] = -2.08524
phi[18754] = -2.05501
phi[18755] = -2.02477
phi[18756] = -1.99451
phi[18757] = -1.96425
phi[18758] = -1.93397
phi[18759] = -1.90368
phi[18760] = -1.87338
phi[18761] = -1.84306
phi[18762] = -1.81273
phi[18763] = -1.78191
phi[18764] = -1.75106
phi[18765] = -1.72017
phi[18766] = -1.68924
phi[18767] = -1.65828
phi[18768] = -1.62727
phi[18769] = -1.59623
phi[18770] = -1.56514
phi[18771] = -1.53401
phi[18772] = -1.50284
phi[18773] = -1.47162
phi[18774] = -1.44036
phi[18775] = -1.40905
phi[18776] = -1.37769
phi[18777] = -1.34628
phi[18778] = -1.31483
phi[18779] = -1.28332
phi[18780] = -1.25175
phi[18781] = -1.22013
phi[18782] = -1.18846
phi[18783] = -1.15673
phi[18784] = -1.12494
phi[18785] = -1.0931
phi[18786] = -1.06119
phi[18787] = -1.02922
phi[18788] = -0.997184
phi[18789] = -0.965086
phi[18790] = -0.932922
phi[18791] = -0.900691
phi[18792] = -0.868391
phi[18793] = -0.836021
phi[18794] = -0.803579
phi[18795] = -0.771065
phi[18796] = -0.738477
phi[18797] = -0.705813
phi[18798] = -0.673071
phi[18799] = -0.640252
phi[18800] = -0.607352
phi[18801] = -0.574372
phi[18802] = -0.541308
phi[18803] = -0.508161
phi[18804] = -0.474928
phi[18805] = -0.441608
phi[18806] = -0.4082
phi[18807] = -0.374702
phi[18808] = -0.341114
phi[18809] = -0.307432
phi[18810] = -0.273657
phi[18811] = -0.239787
phi[18812] = -0.20582
phi[18813] = -0.171755
phi[18814] = -0.137592
phi[18815] = -0.103328
phi[18816] = -0.0689626
phi[18817] = -0.0344945
phi[18818] = 7.73154e-05
phi[18819] = 0.034754
phi[18820] = 0.0695366
phi[18821] = 0.104426
phi[18822] = 0.139423
phi[18823] = 0.174529
phi[18824] = 0.209744
phi[18825] = 0.24507
phi[18826] = 0.280506
phi[18827] = 0.316053
phi[18828] = 0.351711
phi[18829] = 0.387482
phi[18830] = 0.423365
phi[18831] = 0.45936
phi[18832] = 0.495467
phi[18833] = 0.531686
phi[18834] = 0.568017
phi[18835] = 0.604458
phi[18836] = 0.641011
phi[18837] = 0.677673
phi[18838] = 0.714445
phi[18839] = 0.751324
phi[18840] = 0.788311
phi[18841] = 0.825402
phi[18842] = 0.862598
phi[18843] = 0.899896
phi[18844] = 0.937294
phi[18845] = 0.974791
phi[18846] = 1.01238
phi[18847] = 1.05007
phi[18848] = 1.08785
phi[18849] = 1.12572
phi[18850] = 1.16368
phi[18851] = 1.20172
phi[18852] = 1.23984
phi[18853] = 1.27804
phi[18854] = 1.31632
phi[18855] = 1.35467
phi[18856] = 1.39309
phi[18857] = 1.43158
phi[18858] = 1.47014
phi[18859] = 1.50875
phi[18860] = 1.54743
phi[18861] = 1.58616
phi[18862] = 1.62495
phi[18863] = 1.66329
phi[18864] = 1.70171
phi[18865] = 1.74021
phi[18866] = 1.77877
phi[18867] = 1.81741
phi[18868] = 1.85611
phi[18869] = 1.89488
phi[18870] = 1.93371
phi[18871] = 1.97259
phi[18872] = 2.01154
phi[18873] = 2.05054
phi[18874] = 2.08959
phi[18875] = 2.1287
phi[18876] = 2.16785
phi[18877] = 2.20705
phi[18878] = 2.24629
phi[18879] = 2.28557
phi[18880] = 2.32489
phi[18881] = 2.36425
phi[18882] = 2.40364
phi[18883] = 2.44307
phi[18884] = 2.48252
phi[18885] = 2.52201
phi[18886] = 2.56153
phi[18887] = 2.60107
phi[18888] = 2.64064
phi[18889] = 2.68024
phi[18890] = 2.71985
phi[18891] = 2.75949
phi[18892] = 2.79915
phi[18893] = 2.83882
phi[18894] = 2.87852
phi[18895] = 2.91823
phi[18896] = 2.95796
phi[18897] = 2.9977
phi[18898] = 3.03745
phi[18899] = 3.07722
phi[18900] = 3.11701
phi[18901] = 3.1568
phi[18902] = 3.19661
phi[18903] = 3.23642
phi[18904] = 3.27625
phi[18905] = 3.31608
phi[18906] = 3.35593
phi[18907] = 3.39578
phi[18908] = 3.43564
phi[18909] = 3.47551
phi[18910] = 3.51539
phi[18911] = 3.55527
phi[18912] = 3.59516
phi[18913] = 3.63505
phi[18914] = 3.67495
phi[18915] = 3.71485
phi[18916] = 3.75476
phi[18917] = 3.79468
phi[18918] = 3.8346
phi[18919] = 3.87452
phi[18920] = 3.91445
phi[18921] = 3.95438
phi[18922] = 3.99432
phi[18923] = 4.03425
phi[18924] = 4.0742
phi[18925] = 4.11414
phi[18926] = 4.15409
phi[18927] = 4.19404
phi[18928] = 4.23399
phi[18929] = 4.27395
phi[18930] = 4.31391
phi[18931] = 4.35387
phi[18932] = 4.39383
phi[18933] = 4.43379
phi[18934] = 4.47376
phi[18935] = 4.51373
phi[18936] = 4.5537
phi[18937] = 4.59367
phi[18938] = 4.63364
phi[18939] = 4.67362
phi[18940] = 4.71359
phi[18941] = 4.75357
phi[18942] = 4.79355
phi[18943] = 4.83353
phi[18944] = 4.87351
phi[18945] = 4.9135
phi[18946] = 4.95348
phi[18947] = 4.99347
phi[18948] = 5.03345
phi[18949] = 5.07344
phi[18950] = 5.11343
phi[18951] = 5.15342
phi[18952] = 5.19341
phi[18953] = 5.2334
phi[18954] = 5.27339
phi[18955] = 5.31339
phi[18956] = 5.35338
phi[18957] = 5.39338
phi[18958] = 5.43337
phi[18959] = 5.47337
phi[18960] = 5.51337
phi[18961] = 5.55337
phi[18962] = 5.59337
phi[18963] = -4.81921
phi[18964] = -4.78921
phi[18965] = -4.75921
phi[18966] = -4.72921
phi[18967] = -4.69921
phi[18968] = -4.66921
phi[18969] = -4.63921
phi[18970] = -4.6092
phi[18971] = -4.5792
phi[18972] = -4.5492
phi[18973] = -4.51919
phi[18974] = -4.48919
phi[18975] = -4.45918
phi[18976] = -4.42918
phi[18977] = -4.39917
phi[18978] = -4.36917
phi[18979] = -4.33916
phi[18980] = -4.30915
phi[18981] = -4.27915
phi[18982] = -4.24914
phi[18983] = -4.21913
phi[18984] = -4.18912
phi[18985] = -4.15911
phi[18986] = -4.1291
phi[18987] = -4.09909
phi[18988] = -4.06908
phi[18989] = -4.03907
phi[18990] = -4.00905
phi[18991] = -3.97904
phi[18992] = -3.94903
phi[18993] = -3.91901
phi[18994] = -3.88899
phi[18995] = -3.85898
phi[18996] = -3.82896
phi[18997] = -3.79894
phi[18998] = -3.76892
phi[18999] = -3.7389
phi[19000] = -3.70888
phi[19001] = -3.67885
phi[19002] = -3.64883
phi[19003] = -3.6188
phi[19004] = -3.58878
phi[19005] = -3.55875
phi[19006] = -3.52872
phi[19007] = -3.49869
phi[19008] = -3.46866
phi[19009] = -3.43862
phi[19010] = -3.40858
phi[19011] = -3.37855
phi[19012] = -3.34851
phi[19013] = -3.31847
phi[19014] = -3.28842
phi[19015] = -3.25838
phi[19016] = -3.22833
phi[19017] = -3.19828
phi[19018] = -3.16823
phi[19019] = -3.13817
phi[19020] = -3.10811
phi[19021] = -3.07805
phi[19022] = -3.04799
phi[19023] = -3.01792
phi[19024] = -2.98785
phi[19025] = -2.95778
phi[19026] = -2.9277
phi[19027] = -2.89762
phi[19028] = -2.86754
phi[19029] = -2.83745
phi[19030] = -2.80736
phi[19031] = -2.77726
phi[19032] = -2.74716
phi[19033] = -2.71705
phi[19034] = -2.68694
phi[19035] = -2.65683
phi[19036] = -2.62671
phi[19037] = -2.59658
phi[19038] = -2.56645
phi[19039] = -2.53631
phi[19040] = -2.50616
phi[19041] = -2.47601
phi[19042] = -2.44586
phi[19043] = -2.41569
phi[19044] = -2.38552
phi[19045] = -2.35534
phi[19046] = -2.32515
phi[19047] = -2.29495
phi[19048] = -2.26474
phi[19049] = -2.23453
phi[19050] = -2.20431
phi[19051] = -2.17407
phi[19052] = -2.14383
phi[19053] = -2.11357
phi[19054] = -2.0833
phi[19055] = -2.05303
phi[19056] = -2.02274
phi[19057] = -1.99243
phi[19058] = -1.96212
phi[19059] = -1.93179
phi[19060] = -1.90145
phi[19061] = -1.87109
phi[19062] = -1.84072
phi[19063] = -1.81033
phi[19064] = -1.77948
phi[19065] = -1.7486
phi[19066] = -1.71768
phi[19067] = -1.68672
phi[19068] = -1.65573
phi[19069] = -1.62469
phi[19070] = -1.59362
phi[19071] = -1.5625
phi[19072] = -1.53134
phi[19073] = -1.50014
phi[19074] = -1.46889
phi[19075] = -1.4376
phi[19076] = -1.40626
phi[19077] = -1.37488
phi[19078] = -1.34344
phi[19079] = -1.31195
phi[19080] = -1.28042
phi[19081] = -1.24883
phi[19082] = -1.21718
phi[19083] = -1.18548
phi[19084] = -1.15373
phi[19085] = -1.12192
phi[19086] = -1.09005
phi[19087] = -1.05811
phi[19088] = -1.02612
phi[19089] = -0.994066
phi[19090] = -0.961946
phi[19091] = -0.929762
phi[19092] = -0.89751
phi[19093] = -0.865191
phi[19094] = -0.832802
phi[19095] = -0.800343
phi[19096] = -0.767812
phi[19097] = -0.735208
phi[19098] = -0.702529
phi[19099] = -0.669773
phi[19100] = -0.636941
phi[19101] = -0.604029
phi[19102] = -0.571037
phi[19103] = -0.537964
phi[19104] = -0.504808
phi[19105] = -0.471567
phi[19106] = -0.43824
phi[19107] = -0.404827
phi[19108] = -0.371325
phi[19109] = -0.337733
phi[19110] = -0.30405
phi[19111] = -0.270274
phi[19112] = -0.236405
phi[19113] = -0.202441
phi[19114] = -0.16838
phi[19115] = -0.134222
phi[19116] = -0.0999645
phi[19117] = -0.0656075
phi[19118] = -0.0311494
phi[19119] = 0.00341086
phi[19120] = 0.0380743
phi[19121] = 0.072842
phi[19122] = 0.107715
phi[19123] = 0.142694
phi[19124] = 0.177779
phi[19125] = 0.212973
phi[19126] = 0.248274
phi[19127] = 0.283684
phi[19128] = 0.319204
phi[19129] = 0.354833
phi[19130] = 0.390572
phi[19131] = 0.426422
phi[19132] = 0.462382
phi[19133] = 0.498452
phi[19134] = 0.534632
phi[19135] = 0.570922
phi[19136] = 0.607321
phi[19137] = 0.643829
phi[19138] = 0.680446
phi[19139] = 0.717169
phi[19140] = 0.753999
phi[19141] = 0.790934
phi[19142] = 0.827973
phi[19143] = 0.865115
phi[19144] = 0.902357
phi[19145] = 0.939699
phi[19146] = 0.977138
phi[19147] = 1.01467
phi[19148] = 1.0523
phi[19149] = 1.09002
phi[19150] = 1.12783
phi[19151] = 1.16572
phi[19152] = 1.2037
phi[19153] = 1.24176
phi[19154] = 1.2799
phi[19155] = 1.31812
phi[19156] = 1.3564
phi[19157] = 1.39476
phi[19158] = 1.43319
phi[19159] = 1.47169
phi[19160] = 1.51024
phi[19161] = 1.54886
phi[19162] = 1.58753
phi[19163] = 1.62626
phi[19164] = 1.66458
phi[19165] = 1.70297
phi[19166] = 1.74144
phi[19167] = 1.77997
phi[19168] = 1.81858
phi[19169] = 1.85725
phi[19170] = 1.89599
phi[19171] = 1.93479
phi[19172] = 1.97365
phi[19173] = 2.01256
phi[19174] = 2.05153
phi[19175] = 2.09056
phi[19176] = 2.12963
phi[19177] = 2.16875
phi[19178] = 2.20792
phi[19179] = 2.24713
phi[19180] = 2.28638
phi[19181] = 2.32567
phi[19182] = 2.365
phi[19183] = 2.40437
phi[19184] = 2.44377
phi[19185] = 2.4832
phi[19186] = 2.52267
phi[19187] = 2.56216
phi[19188] = 2.60168
phi[19189] = 2.64123
phi[19190] = 2.6808
phi[19191] = 2.72039
phi[19192] = 2.76001
phi[19193] = 2.79964
phi[19194] = 2.8393
phi[19195] = 2.87897
phi[19196] = 2.91867
phi[19197] = 2.95838
phi[19198] = 2.9981
phi[19199] = 3.03784
phi[19200] = 3.07759
phi[19201] = 3.11736
phi[19202] = 3.15714
phi[19203] = 3.19693
phi[19204] = 3.23673
phi[19205] = 3.27655
phi[19206] = 3.31637
phi[19207] = 3.3562
phi[19208] = 3.39604
phi[19209] = 3.43589
phi[19210] = 3.47575
phi[19211] = 3.51561
phi[19212] = 3.55549
phi[19213] = 3.59536
phi[19214] = 3.63525
phi[19215] = 3.67514
phi[19216] = 3.71504
phi[19217] = 3.75494
phi[19218] = 3.79485
phi[19219] = 3.83476
phi[19220] = 3.87467
phi[19221] = 3.9146
phi[19222] = 3.95452
phi[19223] = 3.99445
phi[19224] = 4.03438
phi[19225] = 4.07432
phi[19226] = 4.11426
phi[19227] = 4.1542
phi[19228] = 4.19415
phi[19229] = 4.23409
phi[19230] = 4.27405
phi[19231] = 4.314
phi[19232] = 4.35396
phi[19233] = 4.39391
phi[19234] = 4.43388
phi[19235] = 4.47384
phi[19236] = 4.5138
phi[19237] = 4.55377
phi[19238] = 4.59374
phi[19239] = 4.63371
phi[19240] = 4.67368
phi[19241] = 4.71366
phi[19242] = 4.75363
phi[19243] = 4.79361
phi[19244] = 4.83359
phi[19245] = 4.87357
phi[19246] = 4.91355
phi[19247] = 4.95353
phi[19248] = 4.99352
phi[19249] = 5.0335
phi[19250] = 5.07349
phi[19251] = 5.11348
phi[19252] = 5.15346
phi[19253] = 5.19345
phi[19254] = 5.23344
phi[19255] = 5.27344
phi[19256] = 5.31343
phi[19257] = 5.35342
phi[19258] = 5.39342
phi[19259] = 5.43341
phi[19260] = 5.47341
phi[19261] = 5.51341
phi[19262] = 5.55341
phi[19263] = 5.59341
phi[19264] = -4.81889
phi[19265] = -4.78889
phi[19266] = -4.75889
phi[19267] = -4.72889
phi[19268] = -4.69889
phi[19269] = -4.66888
phi[19270] = -4.63888
phi[19271] = -4.60888
phi[19272] = -4.57887
phi[19273] = -4.54887
phi[19274] = -4.51886
phi[19275] = -4.48885
phi[19276] = -4.45884
phi[19277] = -4.42884
phi[19278] = -4.39883
phi[19279] = -4.36882
phi[19280] = -4.33881
phi[19281] = -4.3088
phi[19282] = -4.27878
phi[19283] = -4.24877
phi[19284] = -4.21876
phi[19285] = -4.18874
phi[19286] = -4.15873
phi[19287] = -4.12871
phi[19288] = -4.09869
phi[19289] = -4.06867
phi[19290] = -4.03866
phi[19291] = -4.00864
phi[19292] = -3.97861
phi[19293] = -3.94859
phi[19294] = -3.91857
phi[19295] = -3.88854
phi[19296] = -3.85852
phi[19297] = -3.82849
phi[19298] = -3.79846
phi[19299] = -3.76843
phi[19300] = -3.7384
phi[19301] = -3.70837
phi[19302] = -3.67833
phi[19303] = -3.6483
phi[19304] = -3.61826
phi[19305] = -3.58822
phi[19306] = -3.55818
phi[19307] = -3.52814
phi[19308] = -3.49809
phi[19309] = -3.46805
phi[19310] = -3.438
phi[19311] = -3.40795
phi[19312] = -3.37789
phi[19313] = -3.34784
phi[19314] = -3.31778
phi[19315] = -3.28772
phi[19316] = -3.25766
phi[19317] = -3.22759
phi[19318] = -3.19752
phi[19319] = -3.16745
phi[19320] = -3.13738
phi[19321] = -3.1073
phi[19322] = -3.07722
phi[19323] = -3.04713
phi[19324] = -3.01705
phi[19325] = -2.98695
phi[19326] = -2.95686
phi[19327] = -2.92676
phi[19328] = -2.89665
phi[19329] = -2.86655
phi[19330] = -2.83643
phi[19331] = -2.80632
phi[19332] = -2.77619
phi[19333] = -2.74606
phi[19334] = -2.71593
phi[19335] = -2.68579
phi[19336] = -2.65565
phi[19337] = -2.6255
phi[19338] = -2.59534
phi[19339] = -2.56518
phi[19340] = -2.53501
phi[19341] = -2.50483
phi[19342] = -2.47464
phi[19343] = -2.44445
phi[19344] = -2.41425
phi[19345] = -2.38404
phi[19346] = -2.35382
phi[19347] = -2.3236
phi[19348] = -2.29336
phi[19349] = -2.26312
phi[19350] = -2.23286
phi[19351] = -2.2026
phi[19352] = -2.17232
phi[19353] = -2.14203
phi[19354] = -2.11173
phi[19355] = -2.08142
phi[19356] = -2.0511
phi[19357] = -2.02076
phi[19358] = -1.99041
phi[19359] = -1.96005
phi[19360] = -1.92967
phi[19361] = -1.89928
phi[19362] = -1.86887
phi[19363] = -1.83845
phi[19364] = -1.808
