COMPUTED FEM SOLUTION:
phi[2811] = -1.96397
phi[2812] = -1.93907
phi[2813] = -1.91406
phi[2814] = -1.88895
phi[2815] = -1.86372
phi[2816] = -1.83836
phi[2817] = -1.81286
phi[2818] = -1.78723
phi[2819] = -1.76145
phi[2820] = -1.73553
phi[2821] = -1.70945
phi[2822] = -1.68323
phi[2823] = -1.65685
phi[2824] = -1.63031
phi[2825] = -1.60362
phi[2826] = -1.57677
phi[2827] = -1.54976
phi[2828] = -1.52259
phi[2829] = -1.49525
phi[2830] = -1.46776
phi[2831] = -1.4401
phi[2832] = -1.41228
phi[2833] = -1.3843
phi[2834] = -1.35615
phi[2835] = -1.32783
phi[2836] = -1.29935
phi[2837] = -1.2707
phi[2838] = -1.24188
phi[2839] = -1.2129
phi[2840] = -1.18374
phi[2841] = -1.15442
phi[2842] = -1.12492
phi[2843] = -1.09525
phi[2844] = -1.06541
phi[2845] = -1.03539
phi[2846] = -1.00519
phi[2847] = -0.974819
phi[2848] = -0.944266
phi[2849] = -0.913533
phi[2850] = -0.882617
phi[2851] = -0.851517
phi[2852] = -0.82023
phi[2853] = -0.788756
phi[2854] = -0.757091
phi[2855] = -0.725234
phi[2856] = -0.693182
phi[2857] = -0.660933
phi[2858] = -0.628485
phi[2859] = -0.595833
phi[2860] = -0.562977
phi[2861] = -0.529912
phi[2862] = -0.496635
phi[2863] = -0.463143
phi[2864] = -0.429433
phi[2865] = -0.395499
phi[2866] = -0.36134
phi[2867] = -0.32695
phi[2868] = -0.292324
phi[2869] = -0.257458
phi[2870] = -0.222347
phi[2871] = -0.186986
phi[2872] = -0.151368
phi[2873] = -0.115488
phi[2874] = -0.0793398
phi[2875] = -0.0429156
phi[2876] = -0.00620843
phi[2877] = 0.0307896
phi[2878] = 0.0680868
phi[2879] = 0.105692
phi[2880] = 0.143616
phi[2881] = 0.181867
phi[2882] = 0.220459
phi[2883] = 0.259402
phi[2884] = 0.29871
phi[2885] = 0.338397
phi[2886] = 0.378479
phi[2887] = 0.418973
phi[2888] = 0.459897
phi[2889] = 0.501272
phi[2890] = 0.54312
phi[2891] = 0.585467
phi[2892] = 0.628339
phi[2893] = 0.671768
phi[2894] = 0.715788
phi[2895] = 0.760435
phi[2896] = 0.805752
phi[2897] = 0.851785
phi[2898] = 0.898582
phi[2899] = 0.946197
phi[2900] = 0.994679
phi[2901] = 1.04407
phi[2902] = 1.09441
phi[2903] = 1.14568
phi[2904] = 1.19783
phi[2905] = 1.25069
phi[2906] = 1.30401
phi[2907] = 1.35738
phi[2908] = 1.41034
phi[2909] = 1.46248
phi[2910] = 1.50864
phi[2911] = 1.55501
phi[2912] = 1.60141
phi[2913] = 1.64768
phi[2914] = 1.69372
phi[2915] = 1.73947
phi[2916] = 1.78491
phi[2917] = 1.83002
phi[2918] = 1.87482
phi[2919] = 1.91931
phi[2920] = 1.96351
phi[2921] = 2.00744
phi[2922] = 2.05111
phi[2923] = 2.09455
phi[2924] = 2.13778
phi[2925] = 2.1808
phi[2926] = 2.22363
phi[2927] = 2.26629
phi[2928] = 2.30879
phi[2929] = 2.35114
phi[2930] = 2.39335
phi[2931] = 2.43543
phi[2932] = 2.47739
phi[2933] = 2.51923
phi[2934] = 2.56097
phi[2935] = 2.60262
phi[2936] = 2.64417
phi[2937] = 2.68564
phi[2938] = 2.72702
phi[2939] = 2.76833
phi[2940] = 2.80957
phi[2941] = 2.85074
phi[2942] = 2.89185
phi[2943] = 2.9329
phi[2944] = 2.9739
phi[2945] = 3.01484
phi[2946] = 3.05573
phi[2947] = 3.09658
phi[2948] = 3.13738
phi[2949] = 3.17814
phi[2950] = 3.21887
phi[2951] = 3.25955
phi[2952] = 3.3002
phi[2953] = 3.34082
phi[2954] = 3.38141
phi[2955] = 3.42196
phi[2956] = 3.46249
phi[2957] = 3.50299
phi[2958] = 3.54347
phi[2959] = 3.58392
phi[2960] = 3.62435
phi[2961] = 3.66476
phi[2962] = 3.70515
phi[2963] = 3.74552
phi[2964] = 3.78587
phi[2965] = 3.8262
phi[2966] = 3.86651
phi[2967] = 3.90681
phi[2968] = 3.9471
phi[2969] = 3.98737
phi[2970] = 4.02763
phi[2971] = 4.06787
phi[2972] = 4.1081
phi[2973] = 4.14832
phi[2974] = 4.18853
phi[2975] = 4.22873
phi[2976] = 4.26892
phi[2977] = 4.30909
phi[2978] = 4.34926
phi[2979] = 4.38942
phi[2980] = 4.42957
phi[2981] = 4.46972
phi[2982] = 4.50985
phi[2983] = 4.54998
phi[2984] = 4.5901
phi[2985] = 4.63021
phi[2986] = 4.67032
phi[2987] = 4.71042
phi[2988] = 4.75052
phi[2989] = 4.79061
phi[2990] = 4.83069
phi[2991] = 4.87077
phi[2992] = 4.91084
phi[2993] = 4.95091
phi[2994] = 4.99097
phi[2995] = 5.03103
phi[2996] = 5.07108
phi[2997] = 5.11113
phi[2998] = 5.15118
phi[2999] = 5.19122
phi[3000] = 5.23126
phi[3001] = 5.27129
phi[3002] = 5.31132
phi[3003] = 5.35134
phi[3004] = 5.39136
phi[3005] = 5.43138
phi[3006] = 5.47139
phi[3007] = 5.5114
phi[3008] = 5.55141
phi[3009] = 5.59141
phi[3010] = -4.83578
phi[3011] = -4.80579
phi[3012] = -4.77581
phi[3013] = -4.74585
phi[3014] = -4.7159
phi[3015] = -4.68596
phi[3016] = -4.65604
phi[3017] = -4.62613
phi[3018] = -4.59624
phi[3019] = -4.56636
phi[3020] = -4.5365
phi[3021] = -4.50665
phi[3022] = -4.47682
phi[3023] = -4.447
phi[3024] = -4.4172
phi[3025] = -4.38741
phi[3026] = -4.35764
phi[3027] = -4.32788
phi[3028] = -4.29815
phi[3029] = -4.26842
phi[3030] = -4.23872
phi[3031] = -4.20903
phi[3032] = -4.17936
phi[3033] = -4.1497
phi[3034] = -4.12007
phi[3035] = -4.09045
phi[3036] = -4.06085
phi[3037] = -4.03127
phi[3038] = -4.00171
phi[3039] = -3.97217
phi[3040] = -3.94266
phi[3041] = -3.91316
phi[3042] = -3.88368
phi[3043] = -3.85423
phi[3044] = -3.8248
phi[3045] = -3.79539
phi[3046] = -3.766
phi[3047] = -3.73664
phi[3048] = -3.70731
phi[3049] = -3.678
phi[3050] = -3.64872
phi[3051] = -3.61946
phi[3052] = -3.59024
phi[3053] = -3.56104
phi[3054] = -3.53187
phi[3055] = -3.50274
phi[3056] = -3.47363
phi[3057] = -3.44456
phi[3058] = -3.41553
phi[3059] = -3.38652
phi[3060] = -3.35756
phi[3061] = -3.32863
phi[3062] = -3.29974
phi[3063] = -3.27089
phi[3064] = -3.24208
phi[3065] = -3.21331
phi[3066] = -3.18459
phi[3067] = -3.15591
phi[3068] = -3.12728
phi[3069] = -3.0987
phi[3070] = -3.07017
phi[3071] = -3.0417
phi[3072] = -3.01328
phi[3073] = -2.98491
phi[3074] = -2.9566
phi[3075] = -2.92836
phi[3076] = -2.90018
phi[3077] = -2.87206
phi[3078] = -2.84402
phi[3079] = -2.81604
phi[3080] = -2.78814
phi[3081] = -2.76032
phi[3082] = -2.73258
phi[3083] = -2.70492
phi[3084] = -2.67735
phi[3085] = -2.64987
phi[3086] = -2.62249
phi[3087] = -2.59521
phi[3088] = -2.56803
phi[3089] = -2.54096
phi[3090] = -2.514
phi[3091] = -2.48717
phi[3092] = -2.46046
phi[3093] = -2.43388
phi[3094] = -2.40743
phi[3095] = -2.38113
phi[3096] = -2.35498
phi[3097] = -2.32899
phi[3098] = -2.30316
phi[3099] = -2.27751
phi[3100] = -2.25204
phi[3101] = -2.22675
phi[3102] = -2.20167
phi[3103] = -2.17679
phi[3104] = -2.15212
phi[3105] = -2.12768
phi[3106] = -2.10348
phi[3107] = -2.07951
phi[3108] = -2.05579
phi[3109] = -2.03233
phi[3110] = -2.00912
phi[3111] = -1.98403
phi[3112] = -1.95887
phi[3113] = -1.93363
phi[3114] = -1.9083
phi[3115] = -1.88287
phi[3116] = -1.85734
phi[3117] = -1.83168
phi[3118] = -1.80591
phi[3119] = -1.78
phi[3120] = -1.75397
phi[3121] = -1.7278
phi[3122] = -1.70149
phi[3123] = -1.67504
phi[3124] = -1.64844
phi[3125] = -1.6217
phi[3126] = -1.59481
phi[3127] = -1.56777
phi[3128] = -1.54058
phi[3129] = -1.51324
phi[3130] = -1.48574
phi[3131] = -1.45809
phi[3132] = -1.43029
phi[3133] = -1.40232
phi[3134] = -1.3742
phi[3135] = -1.34592
phi[3136] = -1.31748
phi[3137] = -1.28888
phi[3138] = -1.26012
phi[3139] = -1.23119
phi[3140] = -1.2021
phi[3141] = -1.17285
phi[3142] = -1.14343
phi[3143] = -1.11384
phi[3144] = -1.08408
phi[3145] = -1.05415
phi[3146] = -1.02405
phi[3147] = -0.993779
phi[3148] = -0.963332
phi[3149] = -0.932709
phi[3150] = -0.901908
phi[3151] = -0.870927
phi[3152] = -0.839765
phi[3153] = -0.808419
phi[3154] = -0.776888
phi[3155] = -0.745169
phi[3156] = -0.713259
phi[3157] = -0.681158
phi[3158] = -0.648861
phi[3159] = -0.616366
phi[3160] = -0.583671
phi[3161] = -0.550773
phi[3162] = -0.517667
phi[3163] = -0.484352
phi[3164] = -0.450823
phi[3165] = -0.417077
phi[3166] = -0.38311
phi[3167] = -0.348917
phi[3168] = -0.314495
phi[3169] = -0.27984
phi[3170] = -0.244945
phi[3171] = -0.209806
phi[3172] = -0.174418
phi[3173] = -0.138774
phi[3174] = -0.10287
phi[3175] = -0.0666969
phi[3176] = -0.0302495
phi[3177] = 0.0064801
phi[3178] = 0.0434998
phi[3179] = 0.0808179
phi[3180] = 0.118444
phi[3181] = 0.156387
phi[3182] = 0.194657
phi[3183] = 0.233267
phi[3184] = 0.272227
phi[3185] = 0.311552
phi[3186] = 0.351255
phi[3187] = 0.391352
phi[3188] = 0.431859
phi[3189] = 0.472796
phi[3190] = 0.514181
phi[3191] = 0.556038
phi[3192] = 0.59839
phi[3193] = 0.641264
phi[3194] = 0.684689
phi[3195] = 0.728697
phi[3196] = 0.773324
phi[3197] = 0.818606
phi[3198] = 0.864586
phi[3199] = 0.911304
phi[3200] = 0.958803
phi[3201] = 1.00712
phi[3202] = 1.05628
phi[3203] = 1.10628
phi[3204] = 1.15709
phi[3205] = 1.20863
phi[3206] = 1.26071
phi[3207] = 1.31308
phi[3208] = 1.36539
phi[3209] = 1.41728
phi[3210] = 1.46843
phi[3211] = 1.51396
phi[3212] = 1.55971
phi[3213] = 1.60551
phi[3214] = 1.65125
phi[3215] = 1.69683
phi[3216] = 1.74219
phi[3217] = 1.78729
phi[3218] = 1.83211
phi[3219] = 1.87667
phi[3220] = 1.92095
phi[3221] = 1.96497
phi[3222] = 2.00875
phi[3223] = 2.0523
phi[3224] = 2.09562
phi[3225] = 2.13875
phi[3226] = 2.18168
phi[3227] = 2.22444
phi[3228] = 2.26703
phi[3229] = 2.30947
phi[3230] = 2.35177
phi[3231] = 2.39393
phi[3232] = 2.43596
phi[3233] = 2.47788
phi[3234] = 2.51969
phi[3235] = 2.5614
phi[3236] = 2.60302
phi[3237] = 2.64454
phi[3238] = 2.68598
phi[3239] = 2.72735
phi[3240] = 2.76864
phi[3241] = 2.80986
phi[3242] = 2.85101
phi[3243] = 2.8921
phi[3244] = 2.93314
phi[3245] = 2.97412
phi[3246] = 3.01505
phi[3247] = 3.05593
phi[3248] = 3.09677
phi[3249] = 3.13756
phi[3250] = 3.17831
phi[3251] = 3.21902
phi[3252] = 3.2597
phi[3253] = 3.30034
phi[3254] = 3.34095
phi[3255] = 3.38153
phi[3256] = 3.42208
phi[3257] = 3.4626
phi[3258] = 3.5031
phi[3259] = 3.54357
phi[3260] = 3.58402
phi[3261] = 3.62444
phi[3262] = 3.66485
phi[3263] = 3.70523
phi[3264] = 3.74559
phi[3265] = 3.78594
phi[3266] = 3.82627
phi[3267] = 3.86658
phi[3268] = 3.90688
phi[3269] = 3.94716
phi[3270] = 3.98743
phi[3271] = 4.02768
phi[3272] = 4.06792
phi[3273] = 4.10815
phi[3274] = 4.14837
phi[3275] = 4.18857
phi[3276] = 4.22877
phi[3277] = 4.26896
phi[3278] = 4.30913
phi[3279] = 4.3493
phi[3280] = 4.38946
phi[3281] = 4.42961
phi[3282] = 4.46975
phi[3283] = 4.50988
phi[3284] = 4.55001
phi[3285] = 4.59013
phi[3286] = 4.63024
phi[3287] = 4.67035
phi[3288] = 4.71045
phi[3289] = 4.75054
phi[3290] = 4.79063
phi[3291] = 4.83071
phi[3292] = 4.87079
phi[3293] = 4.91086
phi[3294] = 4.95093
phi[3295] = 4.99099
phi[3296] = 5.03105
phi[3297] = 5.0711
phi[3298] = 5.11115
phi[3299] = 5.1512
phi[3300] = 5.19124
phi[3301] = 5.23127
phi[3302] = 5.2713
phi[3303] = 5.31133
phi[3304] = 5.35136
phi[3305] = 5.39138
phi[3306] = 5.43139
phi[3307] = 5.47141
phi[3308] = 5.51142
phi[3309] = 5.55142
phi[3310] = 5.59142
phi[3311] = -4.83565
phi[3312] = -4.80566
phi[3313] = -4.77568
phi[3314] = -4.74571
phi[3315] = -4.71576
phi[3316] = -4.68583
phi[3317] = -4.6559
phi[3318] = -4.626
phi[3319] = -4.5961
phi[3320] = -4.56622
phi[3321] = -4.53636
phi[3322] = -4.50651
phi[3323] = -4.47667
phi[3324] = -4.44685
phi[3325] = -4.41705
phi[3326] = -4.38726
phi[3327] = -4.35749
phi[3328] = -4.32773
phi[3329] = -4.29799
phi[3330] = -4.26826
phi[3331] = -4.23855
phi[3332] = -4.20886
phi[3333] = -4.17919
phi[3334] = -4.14953
phi[3335] = -4.11989
phi[3336] = -4.09027
phi[3337] = -4.06067
phi[3338] = -4.03109
phi[3339] = -4.00152
phi[3340] = -3.97198
phi[3341] = -3.94245
phi[3342] = -3.91295
phi[3343] = -3.88347
phi[3344] = -3.85401
phi[3345] = -3.82457
phi[3346] = -3.79516
phi[3347] = -3.76577
phi[3348] = -3.7364
phi[3349] = -3.70706
phi[3350] = -3.67775
phi[3351] = -3.64846
phi[3352] = -3.61919
phi[3353] = -3.58996
phi[3354] = -3.56075
phi[3355] = -3.53158
phi[3356] = -3.50243
phi[3357] = -3.47332
phi[3358] = -3.44424
phi[3359] = -3.41519
phi[3360] = -3.38617
phi[3361] = -3.3572
phi[3362] = -3.32825
phi[3363] = -3.29935
phi[3364] = -3.27049
phi[3365] = -3.24166
phi[3366] = -3.21288
phi[3367] = -3.18415
phi[3368] = -3.15545
phi[3369] = -3.12681
phi[3370] = -3.09821
phi[3371] = -3.06966
phi[3372] = -3.04116
phi[3373] = -3.01272
phi[3374] = -2.98433
phi[3375] = -2.95601
phi[3376] = -2.92774
phi[3377] = -2.89953
phi[3378] = -2.87139
phi[3379] = -2.84331
phi[3380] = -2.81531
phi[3381] = -2.78738
phi[3382] = -2.75952
phi[3383] = -2.73174
phi[3384] = -2.70405
phi[3385] = -2.67643
phi[3386] = -2.64891
phi[3387] = -2.62148
phi[3388] = -2.59415
phi[3389] = -2.56692
phi[3390] = -2.5398
phi[3391] = -2.51278
phi[3392] = -2.48588
phi[3393] = -2.4591
phi[3394] = -2.43244
phi[3395] = -2.40591
phi[3396] = -2.37953
phi[3397] = -2.35328
phi[3398] = -2.32718
phi[3399] = -2.30124
phi[3400] = -2.27546
phi[3401] = -2.24986
phi[3402] = -2.22443
phi[3403] = -2.19918
phi[3404] = -2.17412
phi[3405] = -2.14927
phi[3406] = -2.12462
phi[3407] = -2.10018
phi[3408] = -2.07597
phi[3409] = -2.05197
phi[3410] = -2.02821
phi[3411] = -2.00469
phi[3412] = -1.97928
phi[3413] = -1.9538
phi[3414] = -1.92826
phi[3415] = -1.90263
phi[3416] = -1.87691
phi[3417] = -1.85109
phi[3418] = -1.82516
phi[3419] = -1.79912
phi[3420] = -1.77296
phi[3421] = -1.74668
phi[3422] = -1.72028
phi[3423] = -1.69374
phi[3424] = -1.66707
phi[3425] = -1.64027
phi[3426] = -1.61333
phi[3427] = -1.58625
phi[3428] = -1.55903
phi[3429] = -1.53167
phi[3430] = -1.50416
phi[3431] = -1.4765
phi[3432] = -1.4487
phi[3433] = -1.42074
phi[3434] = -1.39264
phi[3435] = -1.36438
phi[3436] = -1.33597
phi[3437] = -1.30741
phi[3438] = -1.27869
phi[3439] = -1.24981
phi[3440] = -1.22077
phi[3441] = -1.19158
phi[3442] = -1.16222
phi[3443] = -1.13271
phi[3444] = -1.10302
phi[3445] = -1.07318
phi[3446] = -1.04316
phi[3447] = -1.01298
phi[3448] = -0.982632
phi[3449] = -0.952109
phi[3450] = -0.921414
phi[3451] = -0.890544
phi[3452] = -0.859497
phi[3453] = -0.828271
phi[3454] = -0.796864
phi[3455] = -0.765274
phi[3456] = -0.733499
phi[3457] = -0.701536
phi[3458] = -0.669383
phi[3459] = -0.637036
phi[3460] = -0.604494
phi[3461] = -0.571754
phi[3462] = -0.538811
phi[3463] = -0.505664
phi[3464] = -0.472309
phi[3465] = -0.438741
phi[3466] = -0.404958
phi[3467] = -0.370956
phi[3468] = -0.33673
phi[3469] = -0.302275
phi[3470] = -0.267588
phi[3471] = -0.232664
phi[3472] = -0.197496
phi[3473] = -0.16208
phi[3474] = -0.126411
phi[3475] = -0.0904805
phi[3476] = -0.0542836
phi[3477] = -0.017813
phi[3478] = 0.0189388
phi[3479] = 0.0559798
phi[3480] = 0.0933182
phi[3481] = 0.130963
phi[3482] = 0.168925
phi[3483] = 0.207213
phi[3484] = 0.245838
phi[3485] = 0.284814
phi[3486] = 0.324153
phi[3487] = 0.363868
phi[3488] = 0.403976
phi[3489] = 0.444493
phi[3490] = 0.485436
phi[3491] = 0.526826
phi[3492] = 0.568683
phi[3493] = 0.611031
phi[3494] = 0.653895
phi[3495] = 0.697304
phi[3496] = 0.741285
phi[3497] = 0.785873
phi[3498] = 0.831099
phi[3499] = 0.876999
phi[3500] = 0.923608
phi[3501] = 0.970954
phi[3502] = 1.01906
phi[3503] = 1.06794
phi[3504] = 1.11756
phi[3505] = 1.16789
phi[3506] = 1.21879
phi[3507] = 1.2701
phi[3508] = 1.32158
phi[3509] = 1.37294
phi[3510] = 1.42387
phi[3511] = 1.47416
phi[3512] = 1.51914
phi[3513] = 1.56434
phi[3514] = 1.60961
phi[3515] = 1.65487
phi[3516] = 1.70001
phi[3517] = 1.74499
phi[3518] = 1.78976
phi[3519] = 1.83431
phi[3520] = 1.87862
phi[3521] = 1.92269
phi[3522] = 1.96654
phi[3523] = 2.01016
phi[3524] = 2.05357
phi[3525] = 2.09678
phi[3526] = 2.1398
phi[3527] = 2.18264
phi[3528] = 2.22532
phi[3529] = 2.26784
phi[3530] = 2.31021
phi[3531] = 2.35245
phi[3532] = 2.39456
phi[3533] = 2.43655
phi[3534] = 2.47842
phi[3535] = 2.5202
phi[3536] = 2.56187
phi[3537] = 2.60345
phi[3538] = 2.64495
phi[3539] = 2.68637
phi[3540] = 2.7277
phi[3541] = 2.76897
phi[3542] = 2.81017
phi[3543] = 2.8513
phi[3544] = 2.89238
phi[3545] = 2.9334
phi[3546] = 2.97436
phi[3547] = 3.01528
phi[3548] = 3.05615
phi[3549] = 3.09697
phi[3550] = 3.13775
phi[3551] = 3.17849
phi[3552] = 3.21919
phi[3553] = 3.25986
phi[3554] = 3.3005
phi[3555] = 3.3411
phi[3556] = 3.38167
phi[3557] = 3.42221
phi[3558] = 3.46273
phi[3559] = 3.50321
phi[3560] = 3.54368
phi[3561] = 3.58412
phi[3562] = 3.62454
phi[3563] = 3.66494
phi[3564] = 3.70532
phi[3565] = 3.74568
phi[3566] = 3.78602
phi[3567] = 3.82634
phi[3568] = 3.86665
phi[3569] = 3.90695
phi[3570] = 3.94722
phi[3571] = 3.98749
phi[3572] = 4.02774
phi[3573] = 4.06798
phi[3574] = 4.1082
phi[3575] = 4.14842
phi[3576] = 4.18862
phi[3577] = 4.22882
phi[3578] = 4.269
phi[3579] = 4.30917
phi[3580] = 4.34934
phi[3581] = 4.3895
phi[3582] = 4.42964
phi[3583] = 4.46978
phi[3584] = 4.50992
phi[3585] = 4.55004
phi[3586] = 4.59016
phi[3587] = 4.63027
phi[3588] = 4.67038
phi[3589] = 4.71048
phi[3590] = 4.75057
phi[3591] = 4.79066
phi[3592] = 4.83074
phi[3593] = 4.87081
phi[3594] = 4.91089
phi[3595] = 4.95095
phi[3596] = 4.99101
phi[3597] = 5.03107
phi[3598] = 5.07112
phi[3599] = 5.11117
phi[3600] = 5.15122
phi[3601] = 5.19125
phi[3602] = 5.23129
phi[3603] = 5.27132
phi[3604] = 5.31135
phi[3605] = 5.35137
phi[3606] = 5.39139
phi[3607] = 5.43141
phi[3608] = 5.47142
phi[3609] = 5.51143
phi[3610] = 5.55144
phi[3611] = 5.59144
phi[3612] = -4.8355
phi[3613] = -4.80551
phi[3614] = -4.77553
phi[3615] = -4.74557
phi[3616] = -4.71561
phi[3617] = -4.68568
phi[3618] = -4.65575
phi[3619] = -4.62584
phi[3620] = -4.59595
phi[3621] = -4.56607
phi[3622] = -4.5362
phi[3623] = -4.50635
phi[3624] = -4.47652
phi[3625] = -4.44669
phi[3626] = -4.41689
phi[3627] = -4.3871
phi[3628] = -4.35732
phi[3629] = -4.32756
phi[3630] = -4.29782
phi[3631] = -4.26809
phi[3632] = -4.23838
phi[3633] = -4.20868
phi[3634] = -4.179
phi[3635] = -4.14934
phi[3636] = -4.1197
phi[3637] = -4.09008
phi[3638] = -4.06047
phi[3639] = -4.03088
phi[3640] = -4.00131
phi[3641] = -3.97176
phi[3642] = -3.94223
phi[3643] = -3.91273
phi[3644] = -3.88324
phi[3645] = -3.85377
phi[3646] = -3.82433
phi[3647] = -3.79491
phi[3648] = -3.76551
phi[3649] = -3.73614
phi[3650] = -3.70679
phi[3651] = -3.67747
phi[3652] = -3.64817
phi[3653] = -3.6189
phi[3654] = -3.58966
phi[3655] = -3.56044
phi[3656] = -3.53125
phi[3657] = -3.5021
phi[3658] = -3.47297
phi[3659] = -3.44388
phi[3660] = -3.41482
phi[3661] = -3.3858
phi[3662] = -3.3568
phi[3663] = -3.32785
phi[3664] = -3.29893
phi[3665] = -3.27005
phi[3666] = -3.24122
phi[3667] = -3.21242
phi[3668] = -3.18366
phi[3669] = -3.15495
phi[3670] = -3.12629
phi[3671] = -3.09767
phi[3672] = -3.0691
phi[3673] = -3.04059
phi[3674] = -3.01212
phi[3675] = -2.98371
phi[3676] = -2.95536
phi[3677] = -2.92706
phi[3678] = -2.89883
phi[3679] = -2.87066
phi[3680] = -2.84255
phi[3681] = -2.81451
phi[3682] = -2.78655
phi[3683] = -2.75865
phi[3684] = -2.73084
phi[3685] = -2.7031
phi[3686] = -2.67545
phi[3687] = -2.64788
phi[3688] = -2.6204
phi[3689] = -2.59302
phi[3690] = -2.56573
phi[3691] = -2.53854
phi[3692] = -2.51146
phi[3693] = -2.48449
phi[3694] = -2.45764
phi[3695] = -2.43091
phi[3696] = -2.40429
phi[3697] = -2.37781
phi[3698] = -2.35147
phi[3699] = -2.32527
phi[3700] = -2.29921
phi[3701] = -2.27331
phi[3702] = -2.24757
phi[3703] = -2.22199
phi[3704] = -2.19658
phi[3705] = -2.17135
phi[3706] = -2.14631
phi[3707] = -2.12146
phi[3708] = -2.0968
phi[3709] = -2.07235
phi[3710] = -2.0481
phi[3711] = -2.02406
phi[3712] = -2.00023
phi[3713] = -1.97453
phi[3714] = -1.94877
phi[3715] = -1.92294
phi[3716] = -1.89703
phi[3717] = -1.87104
phi[3718] = -1.84495
phi[3719] = -1.81877
phi[3720] = -1.79248
phi[3721] = -1.76608
phi[3722] = -1.73957
phi[3723] = -1.71294
phi[3724] = -1.68619
phi[3725] = -1.65932
phi[3726] = -1.63232
phi[3727] = -1.60519
phi[3728] = -1.57792
phi[3729] = -1.55053
phi[3730] = -1.52299
phi[3731] = -1.49532
phi[3732] = -1.46751
phi[3733] = -1.43955
phi[3734] = -1.41145
phi[3735] = -1.38321
phi[3736] = -1.35482
phi[3737] = -1.32628
phi[3738] = -1.29759
phi[3739] = -1.26875
phi[3740] = -1.23976
phi[3741] = -1.21062
phi[3742] = -1.18131
phi[3743] = -1.15186
phi[3744] = -1.12224
phi[3745] = -1.09247
phi[3746] = -1.06253
phi[3747] = -1.03243
phi[3748] = -1.00217
phi[3749] = -0.971738
phi[3750] = -0.941139
phi[3751] = -0.910371
phi[3752] = -0.87943
phi[3753] = -0.848315
phi[3754] = -0.817025
phi[3755] = -0.785555
phi[3756] = -0.753906
phi[3757] = -0.722073
phi[3758] = -0.690055
phi[3759] = -0.657849
phi[3760] = -0.625452
phi[3761] = -0.592861
phi[3762] = -0.560074
phi[3763] = -0.527087
phi[3764] = -0.493896
phi[3765] = -0.4605
phi[3766] = -0.426893
phi[3767] = -0.393072
phi[3768] = -0.359033
phi[3769] = -0.324772
phi[3770] = -0.290284
phi[3771] = -0.255566
phi[3772] = -0.22061
phi[3773] = -0.185414
phi[3774] = -0.14997
phi[3775] = -0.114274
phi[3776] = -0.0783185
phi[3777] = -0.0420976
phi[3778] = -0.00560399
phi[3779] = 0.0311696
phi[3780] = 0.068231
phi[3781] = 0.105589
phi[3782] = 0.143252
phi[3783] = 0.18123
phi[3784] = 0.219534
phi[3785] = 0.258174
phi[3786] = 0.297162
phi[3787] = 0.336511
phi[3788] = 0.376236
phi[3789] = 0.41635
phi[3790] = 0.456871
phi[3791] = 0.497815
phi[3792] = 0.539201
phi[3793] = 0.581051
phi[3794] = 0.623385
phi[3795] = 0.666229
phi[3796] = 0.709607
phi[3797] = 0.753546
phi[3798] = 0.798076
phi[3799] = 0.843224
phi[3800] = 0.88902
phi[3801] = 0.935489
phi[3802] = 0.982651
phi[3803] = 1.03051
phi[3804] = 1.07907
phi[3805] = 1.12829
phi[3806] = 1.1781
phi[3807] = 1.22837
phi[3808] = 1.27894
phi[3809] = 1.32959
phi[3810] = 1.38008
phi[3811] = 1.43017
phi[3812] = 1.47969
phi[3813] = 1.52418
phi[3814] = 1.56889
phi[3815] = 1.61369
phi[3816] = 1.6585
phi[3817] = 1.70324
phi[3818] = 1.74786
phi[3819] = 1.79231
phi[3820] = 1.83658
phi[3821] = 1.88065
phi[3822] = 1.92452
phi[3823] = 1.96818
phi[3824] = 2.01164
phi[3825] = 2.05491
phi[3826] = 2.098
phi[3827] = 2.14091
phi[3828] = 2.18366
phi[3829] = 2.22625
phi[3830] = 2.2687
phi[3831] = 2.311
phi[3832] = 2.35318
phi[3833] = 2.39523
phi[3834] = 2.43717
phi[3835] = 2.47901
phi[3836] = 2.52074
phi[3837] = 2.56238
phi[3838] = 2.60393
phi[3839] = 2.64539
phi[3840] = 2.68678
phi[3841] = 2.72809
phi[3842] = 2.76933
phi[3843] = 2.81051
phi[3844] = 2.85162
phi[3845] = 2.89268
phi[3846] = 2.93368
phi[3847] = 2.97463
phi[3848] = 3.01553
phi[3849] = 3.05638
phi[3850] = 3.09719
phi[3851] = 3.13796
phi[3852] = 3.17869
phi[3853] = 3.21938
phi[3854] = 3.26004
phi[3855] = 3.30066
phi[3856] = 3.34125
phi[3857] = 3.38182
phi[3858] = 3.42235
phi[3859] = 3.46286
phi[3860] = 3.50334
phi[3861] = 3.5438
phi[3862] = 3.58423
phi[3863] = 3.62465
phi[3864] = 3.66504
phi[3865] = 3.70541
phi[3866] = 3.74577
phi[3867] = 3.78611
phi[3868] = 3.82643
phi[3869] = 3.86673
phi[3870] = 3.90702
phi[3871] = 3.9473
phi[3872] = 3.98756
phi[3873] = 4.0278
phi[3874] = 4.06804
phi[3875] = 4.10826
phi[3876] = 4.14848
phi[3877] = 4.18868
phi[3878] = 4.22887
phi[3879] = 4.26905
phi[3880] = 4.30922
phi[3881] = 4.34938
phi[3882] = 4.38954
phi[3883] = 4.42968
phi[3884] = 4.46982
