0 0
0 0

0 0
0.118478 0

0 0
0.31296 0

0 0
0.610008 0

0 0
1.01724 0

0 0
1.5 0

0 0
1.98276 0

0 0
2.38999 0

0 0
2.68704 0

0 0
2.88152 0

3 0
3 0

3 0
3.11848 0.0789856

3 0
3.31296 0.20864

3 0
3.61001 0.406672

3 0
4.01724 0.67816

3 0
4.5 1

3 0
4.98276 1.32184

3 0
5.38999 1.59333

3 0
5.68704 1.79136

3 0
5.88152 1.92101

6 2
6 2

6 2
6.11848 2

6 2
6.31296 2

6 2
6.61001 2

6 2
7.01724 2

6 2
7.5 2

6 2
7.98276 2

6 2
8.38999 2

6 2
8.68704 2

6 2
8.88152 2

9 2
9 2

9 2
9 2.07899

9 2
9 2.20864

9 2
9 2.40667

9 2
9 2.67816

9 2
9 3

9 2
9 3.32184

9 2
9 3.59333

9 2
9 3.79136

9 2
9 3.92101

9 4
9 4

9 4
8.84541 4

9 4
8.64456 4

9 4
8.3868 4

9 4
8.06112 4

9 4
7.65768 4

9 4
7.16997 4

9 4
6.5975 4

9 4
5.94828 4

9 4
5.24019 4

9 4
4.5 4

9 4
3.75981 4

9 4
3.05172 4

9 4
2.4025 4

9 4
1.83003 4

9 4
1.34232 4

9 4
0.938881 4

9 4
0.613202 4

9 4
0.355435 4

9 4
0.154591 4

0 4
0 4

0 4
0 3.93129

0 4
0 3.84203

0 4
0 3.72747

0 4
0 3.58272

0 4
0 3.40341

0 4
0 3.18666

0 4
0 2.93222

0 4
0 2.64368

0 4
0 2.32897

0 4
0 2

0 4
0 1.67103

0 4
0 1.35632

0 4
0 1.06778

0 4
0 0.813345

0 4
0 0.596586

0 4
0 0.417281

0 4
0 0.272534

0 4
0 0.157971

0 4
0 0.0687069

